t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz
82136.0228061676,3.19,-1.55,9.10,-0.06,-0.13,-0.06,-6.25,-5.56,-52.56
82455.4054737091,3.19,-1.54,9.10,0.06,-0.19,0.13,-6.25,-6.69,-52.19
82772.17864990234,3.20,-1.55,9.09,0.06,0.00,-0.06,-6.56,-7.06,-52.19
83088.50455284119,3.19,-1.55,9.10,-0.06,0.00,0.06,-6.56,-6.69,-51.75
83408.15949440002,3.21,-1.54,9.08,-0.06,-0.25,0.06,-6.25,-5.25,-52.56
83724.49040412903,3.19,-1.53,9.10,-0.06,-0.06,0.00,-6.25,-6.25,-52.56
84040.67611694336,3.21,-1.54,9.11,-0.19,0.13,0.06,-6.56,-6.25,-53.38
84359.43078994751,3.23,-1.54,9.07,0.00,0.00,0.06,-5.56,-6.25,-53.38
84676.65338516235,3.20,-1.54,9.10,0.00,-0.06,0.00,-5.88,-5.25,-52.19
84993.64185333252,3.19,-1.54,9.11,0.00,-0.06,-0.13,-5.19,-7.06,-51.38
85312.31093406677,3.21,-1.55,9.10,0.06,-0.06,0.00,-6.25,-5.56,-51.75
85629.24218177795,3.21,-1.54,9.11,-0.13,0.06,0.13,-6.25,-5.56,-52.19
85945.86634635925,3.20,-1.55,9.09,0.00,0.13,0.00,-7.00,-5.25,-52.19
86265.00058174133,3.19,-1.53,9.10,0.00,0.06,0.19,-6.56,-6.25,-51.75
86581.46810531616,3.20,-1.54,9.11,0.00,-0.06,-0.06,-6.25,-5.88,-51.38
86898.55003356934,3.21,-1.57,9.10,0.00,-0.06,0.06,-6.56,-5.88,-53.00
87218.07765960693,3.19,-1.55,9.08,0.13,-0.19,0.00,-5.88,-6.69,-51.75
87534.66534614563,3.20,-1.56,9.13,-0.06,0.13,0.00,-6.25,-6.69,-51.75
87850.82006454468,3.23,-1.53,9.11,0.06,0.00,0.13,-6.25,-7.06,-52.19
88172.96147346497,3.20,-1.54,9.07,0.00,0.06,0.00,-6.25,-6.25,-52.19
88489.11476135254,3.20,-1.53,9.11,-0.06,-0.13,0.00,-5.88,-5.25,-53.00
88803.27439308167,3.22,-1.55,9.11,0.00,-0.13,0.00,-6.56,-5.88,-52.19
89122.4217414856,3.21,-1.56,9.08,0.00,0.00,0.00,-6.25,-5.88,-52.19
89438.66348266602,3.20,-1.55,9.11,0.00,0.06,-0.06,-5.88,-5.88,-51.75
89755.6324005127,3.20,-1.56,9.11,0.00,0.06,-0.06,-6.25,-7.38,-51.75
90074.16033744812,3.17,-1.54,9.08,0.00,0.06,0.00,-6.56,-6.69,-52.56
90391.7875289917,3.20,-1.53,9.12,0.06,0.06,-0.19,-7.00,-5.56,-51.75
90708.27293395996,3.22,-1.53,9.13,0.00,-0.06,0.00,-6.25,-6.25,-52.19
91027.48417854309,3.21,-1.53,9.12,-0.13,-0.06,0.06,-5.88,-5.25,-52.19
91344.42281723022,3.19,-1.55,9.11,0.00,-0.06,-0.06,-6.25,-5.88,-52.19
91662.1401309967,3.19,-1.55,9.09,-0.06,-0.06,-0.19,-5.88,-6.25,-51.75
91980.28922080994,3.23,-1.54,9.09,0.19,-0.06,0.00,-6.25,-7.06,-50.56
92297.44172096252,3.20,-1.57,9.11,0.00,-0.06,0.06,-7.00,-6.25,-53.00
92613.59524726868,3.21,-1.53,9.10,0.06,0.00,0.00,-5.56,-6.25,-53.00
92932.42359161377,3.21,-1.56,9.09,0.00,0.06,-0.06,-6.25,-6.69,-53.00
93249.35817718506,3.20,-1.54,9.11,-0.06,-0.06,0.00,-7.00,-5.25,-52.19
93566.57433509827,3.20,-1.53,9.11,-0.06,0.00,0.13,-5.56,-7.06,-51.75
93884.42420959473,3.21,-1.53,9.10,0.00,0.00,0.00,-6.25,-6.69,-51.75
94201.42602920532,3.20,-1.52,9.11,-0.06,0.00,-0.13,-6.25,-5.25,-53.38
94518.88537406921,3.19,-1.55,9.12,0.06,-0.13,-0.06,-6.56,-7.06,-51.75
94836.94767951965,3.20,-1.55,9.09,0.06,-0.13,-0.06,-7.00,-5.56,-52.19
95154.71267700195,3.20,-1.56,9.11,-0.06,0.13,0.13,-6.56,-5.88,-52.19
95471.05169296265,3.20,-1.54,9.09,0.19,-0.06,0.00,-6.25,-7.38,-53.38
95789.68501091003,3.19,-1.55,9.08,0.06,0.00,0.00,-5.88,-6.69,-51.75
96106.27174377441,3.19,-1.53,9.11,0.06,0.00,0.06,-6.56,-6.25,-51.75
96422.94931411743,3.20,-1.52,9.10,-0.06,0.06,0.00,-5.56,-5.88,-51.75
96741.92881584167,3.19,-1.54,9.08,-0.06,0.00,-0.13,-5.88,-6.69,-51.38
97062.57343292236,3.21,-1.54,9.11,0.00,-0.19,-0.06,-6.25,-6.25,-52.56
97375.94723701477,3.18,-1.56,9.11,0.00,0.00,0.00,-6.25,-5.25,-53.38
97695.0945854187,3.18,-1.53,9.09,0.00,-0.25,-0.06,-6.56,-5.25,-51.38
98011.0411643982,3.19,-1.54,9.12,0.00,0.00,0.06,-7.00,-6.69,-51.75
98327.52990722656,3.20,-1.55,9.09,0.00,0.13,0.06,-6.25,-5.88,-52.19
98646.4467048645,3.21,-1.54,9.11,0.00,0.00,0.06,-5.56,-7.38,-51.06
98962.80479431152,3.20,-1.55,9.10,0.06,0.06,0.13,-5.88,-5.56,-53.00
99280.10606765747,3.19,-1.54,9.11,-0.06,-0.13,0.00,-6.25,-7.06,-51.38
99598.75679016113,3.21,-1.55,9.11,-0.13,0.06,0.00,-6.56,-5.25,-53.00
99915.64846038818,3.19,-1.53,9.10,0.00,0.06,0.00,-6.25,-6.69,-51.06
100232.47385025024,3.19,-1.55,9.10,-0.06,-0.13,-0.13,-5.56,-5.88,-52.56
100551.32555961609,3.18,-1.53,9.09,-0.06,0.06,0.13,-7.00,-6.69,-52.56
100868.4332370758,3.17,-1.53,9.09,0.13,-0.06,-0.13,-6.56,-7.06,-53.00
101184.90815162659,3.20,-1.54,9.10,-0.06,0.13,0.00,-6.25,-7.06,-52.19
101503.70597839355,3.20,-1.54,9.11,0.19,-0.06,0.00,-6.25,-5.56,-52.25
101821.34795188904,3.19,-1.55,9.11,0.13,0.19,-0.06,-6.56,-5.88,-52.19
102137.29047775269,3.18,-1.53,9.11,0.06,0.19,0.06,-5.88,-6.25,-53.00
102456.19034767151,3.20,-1.52,9.11,-0.13,-0.25,0.13,-6.56,-5.56,-51.75
102772.85838127136,3.19,-1.53,9.13,0.06,0.13,0.06,-6.56,-6.25,-52.56
103090.09051322937,3.18,-1.54,9.11,-0.06,-0.19,0.00,-5.88,-5.88,-53.00
103408.40578079224,3.19,-1.54,9.09,-0.06,0.06,0.00,-6.25,-5.88,-52.56
103725.2345085144,3.20,-1.52,9.09,0.00,0.00,0.19,-5.88,-6.69,-53.38
104042.18673706055,3.19,-1.56,9.11,-0.06,-0.13,0.06,-6.25,-5.56,-51.38
104360.6903553009,3.19,-1.55,9.10,0.00,-0.06,0.00,-5.88,-5.88,-51.06
104677.79207229614,3.20,-1.55,9.12,0.06,-0.06,0.06,-6.25,-5.56,-52.19
104993.8907623291,3.22,-1.56,9.11,0.06,-0.06,0.00,-7.00,-5.56,-53.00
105313.05837631226,3.20,-1.53,9.09,-0.06,0.06,0.00,-6.56,-5.88,-51.06
105630.51319122314,3.19,-1.53,9.11,-0.06,-0.13,-0.19,-6.25,-6.25,-52.25
105947.13830947876,3.19,-1.53,9.11,-0.06,0.00,0.13,-6.25,-7.06,-51.38
106265.09642601013,3.19,-1.55,9.10,0.00,0.06,0.00,-6.25,-5.88,-51.75
106582.09896087646,3.19,-1.54,9.09,-0.06,0.06,-0.19,-6.56,-5.56,-53.00
106898.78845214844,3.19,-1.53,9.09,0.06,0.06,0.06,-6.25,-7.06,-51.75
107217.83900260925,3.18,-1.55,9.09,-0.06,0.06,0.06,-6.56,-6.69,-52.25
107534.63411331177,3.20,-1.53,9.11,0.00,0.00,0.06,-7.00,-5.56,-52.56
107851.78637504578,3.18,-1.53,9.13,-0.06,-0.13,0.00,-5.88,-6.25,-51.75
108170.58277130127,3.19,-1.54,9.11,-0.13,-0.13,-0.13,-6.25,-7.06,-52.25
108487.34140396118,3.20,-1.54,9.14,-0.06,-0.06,0.00,-7.00,-6.25,-52.25
108803.98440361023,3.20,-1.54,9.10,0.06,0.00,-0.06,-6.56,-5.88,-52.56
109122.1022605896,3.19,-1.55,9.11,0.00,0.00,-0.06,-6.25,-7.38,-52.25
109440.27829170227,3.20,-1.56,9.12,0.13,-0.06,0.06,-7.00,-5.25,-51.75
109756.49523735046,3.20,-1.55,9.14,-0.06,0.13,0.00,-6.56,-6.69,-52.25
110075.22344589233,3.19,-1.54,9.10,-0.06,-0.06,-0.06,-6.25,-7.38,-52.56
110392.48538017273,3.17,-1.54,9.08,0.00,-0.06,-0.06,-6.56,-6.69,-52.56
110723.72055053711,3.19,-1.55,9.10,0.00,0.13,0.00,-6.25,-6.69,-53.00
111027.38618850708,3.19,-1.55,9.09,-0.06,0.06,-0.19,-5.88,-5.56,-51.06
111345.34335136414,3.18,-1.55,9.12,-0.13,-0.13,0.06,-6.56,-6.25,-52.56
111662.78958320618,3.17,-1.54,9.10,0.00,0.13,0.06,-5.88,-5.88,-51.06
111980.32689094543,3.16,-1.56,9.10,-0.06,0.00,0.06,-6.25,-6.25,-52.25
112298.82478713989,3.18,-1.53,9.11,0.06,-0.06,-0.13,-6.25,-5.25,-51.75
112616.57929420471,3.19,-1.56,9.13,-0.06,0.00,0.00,-6.25,-6.25,-51.06
112933.73155593872,3.19,-1.54,9.12,-0.06,-0.06,0.00,-5.56,-5.88,-51.75
113251.81937217712,3.19,-1.56,9.13,0.00,0.13,0.00,-6.56,-7.06,-51.38
113571.25115394592,3.18,-1.53,9.10,-0.06,0.06,0.06,-5.88,-6.69,-51.06
113889.98460769653,3.20,-1.53,9.12,-0.06,0.06,0.00,-6.56,-6.69,-52.25
114206.66003227234,3.19,-1.52,9.09,-0.06,0.00,0.06,-7.00,-5.56,-53.38
114525.57110786438,3.16,-1.54,9.12,0.00,-0.13,0.00,-7.00,-5.25,-53.38
114845.80969810486,3.18,-1.54,9.09,-0.06,-0.06,0.06,-6.25,-6.25,-52.56
115165.14563560486,3.18,-1.52,9.12,0.06,-0.06,0.06,-6.56,-5.56,-51.38
115481.93979263306,3.17,-1.53,9.11,-0.06,-0.13,0.06,-6.25,-7.06,-52.56
115799.99804496765,3.19,-1.55,9.11,0.13,-0.06,0.13,-7.00,-6.25,-51.88
116119.4953918457,3.18,-1.53,9.11,-0.06,0.25,-0.06,-5.19,-5.88,-52.56
116439.10121917725,3.20,-1.54,9.11,0.06,0.06,0.13,-5.88,-6.69,-52.25
116755.97620010376,3.20,-1.54,9.11,-0.06,0.13,0.00,-5.56,-6.25,-52.56
117074.22018051147,3.17,-1.53,9.11,-0.13,-0.06,-0.06,-5.88,-5.56,-52.25
117393.27311515808,3.18,-1.53,9.12,0.06,0.06,0.00,-6.25,-7.06,-52.56
117709.42831039429,3.18,-1.53,9.12,-0.13,0.00,0.00,-7.00,-6.25,-52.25
118026.47805213928,3.18,-1.54,9.11,-0.06,0.00,0.06,-7.00,-6.25,-51.75
118351.60899162292,3.17,-1.52,9.09,0.00,-0.19,0.13,-5.88,-7.38,-52.56
118661.78035736084,3.18,-1.53,9.15,0.00,-0.06,0.19,-6.56,-7.38,-53.00
118978.93357276917,3.17,-1.53,9.11,0.06,-0.13,-0.06,-5.88,-6.69,-53.00
119298.0785369873,3.19,-1.53,9.09,-0.06,0.13,0.13,-6.56,-5.88,-52.25
119615.23199081421,3.19,-1.53,9.12,0.00,0.00,-0.13,-6.25,-5.88,-51.06
119931.60271644592,3.19,-1.53,9.12,-0.06,0.19,0.00,-6.25,-6.69,-52.25
120251.06382369995,3.19,-1.55,9.10,-0.06,-0.06,0.06,-6.25,-5.56,-52.25
120568.21465492249,3.18,-1.54,9.11,-0.13,-0.06,0.06,-5.88,-7.06,-52.25
120884.82856750488,3.17,-1.53,9.12,0.06,-0.19,-0.13,-6.56,-6.69,-52.56
121204.07199859619,3.19,-1.55,9.11,-0.06,0.06,-0.06,-6.56,-7.06,-51.75
121520.09797096252,3.19,-1.54,9.10,-0.06,0.06,0.06,-6.56,-6.25,-51.75
121837.64910697937,3.17,-1.54,9.11,-0.25,0.00,-0.06,-6.56,-5.88,-51.88
122154.97136116028,3.18,-1.52,9.11,0.13,-0.06,0.00,-6.56,-6.69,-51.75
122472.8045463562,3.18,-1.54,9.11,0.06,0.00,0.06,-6.25,-6.69,-51.88
122789.91866111755,3.20,-1.53,9.12,0.06,-0.06,0.00,-6.25,-6.25,-52.25
123109.00926589966,3.19,-1.53,9.12,-0.06,-0.13,-0.06,-6.56,-6.69,-50.25
123426.07116699219,3.19,-1.54,9.11,-0.06,-0.06,-0.19,-7.00,-5.88,-51.38
123742.77186393738,3.19,-1.54,9.12,0.00,0.13,-0.06,-5.88,-6.25,-52.25
124060.78124046326,3.18,-1.55,9.13,0.00,0.00,-0.06,-6.25,-7.06,-53.00
124378.71241569519,3.18,-1.53,9.11,0.06,0.00,0.13,-6.25,-7.06,-51.88
124696.20418548584,3.18,-1.52,9.13,-0.06,-0.13,0.00,-6.25,-7.06,-51.88
125013.86404037476,3.17,-1.56,9.10,0.00,0.00,-0.13,-5.88,-6.25,-51.88
125331.50029182434,3.18,-1.53,9.13,0.00,0.00,0.00,-6.25,-7.06,-51.88
125648.75793457031,3.16,-1.54,9.11,0.00,0.25,0.06,-6.25,-6.25,-53.38
125966.34364128113,3.18,-1.53,9.11,-0.06,0.13,0.13,-7.00,-6.25,-52.56
126284.41858291626,3.18,-1.52,9.11,0.00,-0.06,0.00,-6.56,-5.88,-51.88
126602.72598266602,3.16,-1.53,9.12,-0.06,0.06,0.06,-6.25,-5.88,-51.88
126919.7587966919,3.18,-1.53,9.11,0.00,-0.06,0.00,-5.88,-6.25,-53.00
127237.7347946167,3.18,-1.53,9.09,0.00,0.00,-0.13,-6.25,-7.06,-52.56
127557.93595314026,3.19,-1.53,9.10,0.00,-0.19,-0.06,-5.56,-7.06,-51.88
127878.08012962341,3.17,-1.53,9.09,0.00,-0.06,0.13,-7.38,-7.06,-51.88
128200.21939277649,3.18,-1.53,9.10,0.06,0.00,0.00,-5.19,-6.69,-52.25
128513.38171958923,3.17,-1.54,9.13,0.00,0.13,0.00,-6.56,-5.88,-51.88
128841.50505065918,3.17,-1.53,9.10,0.06,-0.25,0.00,-6.25,-5.56,-50.69
129152.67372131348,3.17,-1.53,9.11,0.00,-0.19,-0.06,-5.88,-5.88,-54.19
129466.83311462402,3.16,-1.53,9.11,-0.06,0.06,-0.13,-6.25,-6.69,-51.88
129785.52031517029,3.17,-1.53,9.11,-0.06,-0.06,0.00,-7.00,-6.25,-51.38
130104.56156730652,3.16,-1.53,9.14,0.06,0.00,0.00,-6.56,-5.56,-52.25
130423.83623123169,3.17,-1.52,9.11,0.06,0.13,0.00,-6.56,-6.69,-51.88
130740.6632900238,3.19,-1.53,9.12,0.06,-0.06,0.00,-5.56,-6.69,-51.06
131058.61473083496,3.17,-1.53,9.12,0.00,0.13,-0.06,-5.88,-6.25,-51.88
131377.51245498657,3.17,-1.53,9.11,0.00,0.00,0.06,-6.25,-7.06,-51.06
131694.12779808044,3.17,-1.52,9.12,0.00,0.06,0.00,-6.25,-5.88,-51.06
132012.27807998657,3.18,-1.53,9.10,-0.13,-0.13,0.00,-5.88,-7.06,-52.25
132331.34388923645,3.17,-1.53,9.10,-0.06,-0.06,0.06,-6.25,-5.25,-51.88
132648.446559906,3.17,-1.53,9.13,0.06,-0.13,0.06,-6.56,-5.88,-50.25
132965.69728851318,3.17,-1.54,9.15,0.00,-0.13,-0.06,-6.25,-5.25,-52.25
133283.7152481079,3.18,-1.54,9.12,0.06,0.00,0.06,-6.25,-5.88,-52.56
133600.4500389099,3.18,-1.53,9.12,-0.13,-0.06,0.00,-6.56,-6.69,-53.00
133925.66013336182,3.16,-1.53,9.09,0.00,0.00,-0.06,-5.88,-6.25,-51.88
134235.83126068115,3.17,-1.55,9.10,0.00,0.00,0.06,-6.25,-6.69,-52.56
134552.98399925232,3.16,-1.53,9.12,0.06,-0.06,0.06,-6.25,-6.69,-52.25
134879.1115283966,3.16,-1.53,9.11,0.00,0.19,0.06,-6.25,-5.88,-51.88
135188.6248588562,3.18,-1.53,9.11,0.00,-0.13,0.00,-6.56,-6.25,-52.25
135505.45477867126,3.19,-1.53,9.11,0.06,0.13,0.00,-5.88,-5.56,-52.56
135822.29495048523,3.17,-1.55,9.11,0.00,0.00,-0.13,-5.56,-7.06,-51.88
136141.01910591125,3.15,-1.53,9.11,0.00,-0.06,0.00,-6.25,-7.38,-52.25
136457.79585838318,3.17,-1.55,9.14,-0.06,0.00,-0.06,-5.88,-7.06,-52.56
136775.0961780548,3.18,-1.52,9.11,-0.06,-0.06,-0.06,-5.88,-6.25,-52.56
137093.7201976776,3.17,-1.55,9.10,-0.13,0.00,0.00,-5.56,-7.06,-52.25
137410.71724891663,3.18,-1.52,9.12,-0.06,0.13,0.00,-5.56,-6.69,-52.25
137727.8699874878,3.15,-1.53,9.11,0.06,0.19,0.06,-6.25,-5.25,-53.00
138049.01385307312,3.16,-1.53,9.11,0.06,0.00,0.00,-6.56,-5.88,-53.00
138363.1727695465,3.15,-1.53,9.14,-0.06,-0.06,-0.06,-6.56,-5.88,-51.50
138680.32479286194,3.18,-1.54,9.10,-0.06,-0.06,0.00,-6.56,-6.69,-51.88
139005.455493927,3.17,-1.51,9.09,0.13,0.00,-0.06,-6.25,-7.06,-52.25
139315.62662124634,3.15,-1.52,9.13,-0.06,-0.13,0.25,-5.19,-7.38,-52.25
139632.77888298035,3.15,-1.52,9.13,-0.06,-0.06,0.00,-6.25,-5.88,-52.25
139950.95109939575,3.17,-1.53,9.11,0.00,0.00,0.00,-5.88,-7.75,-51.50
140266.9484615326,3.16,-1.52,9.13,0.00,-0.13,0.00,-6.56,-5.88,-52.25
140584.56110954285,3.16,-1.53,9.12,0.06,0.06,-0.13,-6.56,-6.69,-53.00
140903.1536579132,3.16,-1.54,9.10,0.06,0.00,-0.06,-5.88,-6.25,-52.56
141219.322681427,3.15,-1.53,9.11,0.13,0.06,0.13,-5.56,-5.56,-51.88
141538.5513305664,3.15,-1.53,9.11,0.06,0.19,0.00,-5.88,-6.25,-51.88
141855.72004318237,3.16,-1.54,9.12,0.19,-0.06,0.00,-5.88,-7.06,-51.88
142172.0507144928,3.16,-1.52,9.13,-0.06,-0.06,0.00,-6.25,-7.38,-51.50
142489.05539512634,3.16,-1.52,9.12,0.00,0.00,-0.06,-7.38,-6.69,-51.06
142808.31146240234,3.14,-1.53,9.11,-0.06,0.00,-0.19,-6.25,-5.25,-53.06
143124.4339942932,3.17,-1.51,9.11,0.13,0.06,0.00,-5.88,-5.88,-52.56
143441.40696525574,3.16,-1.53,9.16,0.00,-0.06,-0.06,-6.25,-6.69,-52.56
143760.3509426117,3.17,-1.53,9.11,0.06,0.13,0.13,-6.25,-7.06,-51.50
144077.1245956421,3.17,-1.52,9.11,-0.06,0.00,-0.06,-6.56,-5.88,-52.25
144393.61238479614,3.16,-1.51,9.11,0.00,0.06,0.00,-5.88,-7.06,-52.56
144713.22894096375,3.15,-1.53,9.13,-0.06,-0.06,-0.13,-6.56,-5.25,-53.06
145030.64393997192,3.14,-1.52,9.11,0.13,-0.13,-0.13,-5.88,-5.88,-52.56
145346.7996120453,3.15,-1.52,9.11,0.00,0.06,0.06,-6.56,-5.25,-50.69
145665.27724266052,3.18,-1.53,9.09,0.00,0.00,0.06,-5.88,-6.25,-52.25
145981.703042984,3.16,-1.53,9.12,0.06,0.00,0.00,-5.88,-6.25,-52.56
146298.4709739685,3.15,-1.51,9.13,0.00,-0.06,0.13,-5.88,-6.69,-51.88
146617.47908592224,3.18,-1.54,9.13,0.13,0.25,0.00,-6.25,-7.38,-52.25
146933.90369415283,3.16,-1.52,9.13,0.00,0.00,0.00,-6.56,-5.88,-51.88
147251.2047290802,3.18,-1.52,9.14,-0.06,0.13,0.00,-5.88,-5.88,-51.50
147570.48988342285,3.16,-1.52,9.12,0.00,-0.06,0.00,-6.25,-6.69,-51.88
147886.65056228638,3.16,-1.52,9.13,-0.13,-0.13,0.06,-6.25,-5.88,-50.25
148204.33902740479,3.16,-1.53,9.13,0.06,-0.06,0.06,-5.56,-6.25,-52.25
148522.5477218628,3.16,-1.54,9.09,0.06,0.06,0.00,-6.56,-5.88,-52.69
148839.10012245178,3.16,-1.53,9.11,0.13,-0.06,0.06,-6.56,-5.88,-52.69
149156.05306625366,3.16,-1.53,9.11,-0.06,0.00,0.13,-5.88,-6.69,-52.56
149474.75361824036,3.15,-1.53,9.11,0.06,0.13,0.06,-6.25,-6.25,-51.06
149791.20659828186,3.15,-1.53,9.12,0.00,0.00,0.06,-6.25,-6.25,-51.88
150108.48355293274,3.16,-1.54,9.12,0.06,-0.06,0.00,-6.25,-7.38,-52.25
150427.14643478394,3.16,-1.52,9.11,0.00,0.13,0.00,-5.88,-6.69,-53.38
150743.58296394348,3.16,-1.53,9.13,0.00,0.06,0.00,-6.25,-6.25,-52.69
151061.20991706848,3.15,-1.52,9.16,0.06,-0.06,0.00,-5.88,-6.25,-52.69
151380.03516197205,3.17,-1.53,9.12,-0.13,-0.19,0.06,-5.88,-6.69,-52.25
151696.29383087158,3.17,-1.50,9.13,-0.06,0.13,0.13,-6.56,-5.56,-51.88
152014.4441127777,3.15,-1.53,9.12,0.00,0.13,0.25,-6.56,-6.69,-53.06
152332.5924873352,3.16,-1.53,9.11,0.06,-0.13,0.00,-6.56,-5.88,-52.25
152648.7488746643,3.14,-1.51,9.12,-0.06,0.00,0.06,-6.56,-5.56,-53.06
152966.4168357849,3.16,-1.51,9.13,-0.06,-0.13,0.00,-7.38,-5.88,-51.50
153284.55996513367,3.18,-1.53,9.11,-0.13,-0.13,0.00,-6.25,-5.25,-52.25
153601.06086730957,3.16,-1.54,9.11,0.00,0.13,0.06,-5.56,-6.25,-52.25
153918.32160949707,3.17,-1.54,9.14,-0.06,0.00,-0.13,-6.25,-6.69,-51.50
154236.9909286499,3.15,-1.52,9.12,0.00,0.13,0.00,-6.56,-6.25,-53.06
154553.93242835999,3.15,-1.53,9.12,0.06,0.00,0.06,-5.88,-6.69,-52.69
154870.18823623657,3.15,-1.52,9.14,0.06,-0.13,0.00,-6.25,-7.75,-51.50
155189.18871879578,3.16,-1.53,9.11,0.06,0.06,-0.13,-6.25,-6.25,-51.50
155505.84530830383,3.16,-1.52,9.13,0.00,0.13,0.06,-6.25,-6.69,-52.56
155822.56889343262,3.16,-1.53,9.14,0.00,0.06,0.19,-6.25,-6.69,-51.06
156141.619682312,3.15,-1.51,9.12,0.00,-0.06,0.00,-5.88,-6.69,-52.25
156458.33730697632,3.14,-1.53,9.11,-0.06,0.00,-0.06,-6.25,-7.06,-53.06
156775.88295936584,3.18,-1.51,9.14,-0.13,0.00,-0.06,-6.56,-7.75,-52.69
157093.93978118896,3.14,-1.53,9.12,0.06,0.00,0.06,-5.88,-7.75,-52.25
157410.53080558777,3.15,-1.52,9.12,0.19,0.00,0.13,-5.56,-7.06,-52.56
157728.68156433105,3.14,-1.52,9.15,-0.06,0.13,-0.13,-5.88,-7.06,-52.25
158046.27752304077,3.15,-1.55,9.11,0.06,-0.13,0.06,-5.88,-5.88,-53.38
158362.48993873596,3.13,-1.53,9.12,-0.13,0.06,0.00,-6.25,-6.69,-53.06
158680.19270896912,3.15,-1.53,9.14,0.06,-0.06,-0.06,-6.25,-5.56,-51.88
158999.41277503967,3.15,-1.52,9.11,-0.06,0.06,0.00,-5.88,-5.56,-51.88
159315.29259681702,3.17,-1.52,9.14,0.06,0.00,0.06,-6.25,-5.88,-51.88
159632.3208808899,3.15,-1.53,9.13,-0.06,0.06,0.00,-5.56,-7.06,-52.25
159951.22623443604,3.15,-1.53,9.11,0.00,-0.19,-0.13,-6.56,-5.56,-51.88
160267.36092567444,3.14,-1.52,9.13,0.06,0.19,-0.06,-5.88,-6.69,-51.88
160584.3539237976,3.15,-1.52,9.15,-0.06,0.00,0.19,-6.25,-6.69,-51.06
160903.4206867218,3.15,-1.52,9.11,0.06,-0.06,-0.13,-6.56,-5.88,-52.25
161220.14474868774,3.15,-1.53,9.12,-0.06,0.19,0.13,-5.88,-5.56,-52.69
161536.79633140564,3.14,-1.52,9.14,0.00,-0.06,0.00,-6.25,-6.69,-52.25
161855.7674884796,3.15,-1.52,9.10,0.06,0.06,0.00,-5.88,-7.38,-53.06
162172.75214195251,3.14,-1.51,9.11,0.00,-0.13,-0.06,-5.56,-7.06,-52.25
162488.87968063354,3.13,-1.54,9.13,-0.06,0.00,0.06,-6.56,-6.69,-52.25
162807.99841880798,3.15,-1.51,9.09,-0.13,0.19,-0.06,-6.25,-6.69,-52.69
163124.58395957947,3.13,-1.50,9.13,0.00,0.06,0.06,-6.56,-6.25,-52.25
