t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz,qw,qx,qy,qz,
223.9902122,-0.02,1.18,8.68,8.44,64.31,10,10.06,1.5,-35.88,-0.86,-0.05,-0.03,-0.51,
224.3214946,-2.83,1.6,10.41,10.63,-26.44,23.5,20.06,-0.25,-33.56,-0.83,-0.01,-0.13,-0.55,
224.6425936,0.73,2.11,8.33,-6.19,-12.06,22.25,12.56,-3.19,-36.69,-0.79,-0.1,-0.03,-0.6,
224.9687195,-0.63,1.17,10.48,-16.38,26.31,11.94,15.88,-2,-36.19,-0.77,-0.03,-0.05,-0.64,
225.293169,-1.2,0.31,8.32,4,20.25,14.94,22.06,-2,-35,-0.74,0.03,-0.09,-0.67,
225.6201715,0.17,1.84,10.64,9.56,-62.19,26.69,16.88,-3.88,-37,-0.71,-0.07,-0.04,-0.7,
225.9444938,0.31,1.36,8.8,-0.13,74.19,8.63,17.38,-9.38,-37.75,-0.66,-0.05,-0.06,-0.74,
226.2704372,-3.77,1.6,8.96,0.69,-48.56,37.88,26.19,-9,-32.69,-0.62,0.04,-0.13,-0.78,
226.5971527,2.4,1.76,8.62,-6.19,-10.88,-7.88,10.25,-14.06,-39.75,-0.55,-0.11,-0.02,-0.82,
226.9260573,-2.37,1.01,9.85,-8.38,77.81,-13.06,21.88,-9.56,-36.88,-0.58,0.06,-0.1,-0.8,
227.2473857,-1.27,1.59,9.51,17.13,-82.31,9.63,23.56,-10.69,-35.38,-0.59,0.02,-0.1,-0.8,
227.5738549,1.93,1.83,8.48,-3.44,14.31,-2.31,9.88,-14.5,-40.88,-0.57,-0.13,-0.02,-0.81,
227.900481,-3.23,0.84,9.42,-12.88,58.94,-14.69,24.38,-10,-34.56,-0.59,0.06,-0.11,-0.8,
228.2249861,0.15,1.21,9.93,9.44,-80.06,15.31,21.25,-10.75,-37.25,-0.59,-0.02,-0.06,-0.81,
228.5500321,0.28,1.1,8.37,-0.19,69.56,-4.63,15.38,-13.06,-39.19,-0.57,-0.03,-0.07,-0.82,
228.8773928,-2.29,1.53,10.41,6.31,-27.31,15.63,25.75,-11.88,-34.56,-0.57,0.05,-0.13,-0.81,
229.2017813,0.41,2.13,8.93,-8.06,-29.63,11.13,16.38,-15.25,-37.69,-0.54,-0.06,-0.08,-0.84,
229.5289245,-1.87,0.31,9.01,-11.56,36.63,-4,19.06,-11.88,-38.06,-0.53,0.03,-0.08,-0.84,
229.8526678,-0.07,0.76,10.24,1.88,-9.31,1.94,20.19,-11.19,-38.5,-0.53,0.02,-0.06,-0.84,
230.1787446,-1.52,1.33,9.27,13.19,5.31,-1.5,20.88,-11.88,-38.06,-0.54,0.02,-0.09,-0.84,
230.8311198,-0.96,1.7,9.73,-10.5,-5.63,6.69,18.19,-14.56,-36.5,-0.52,-0.02,-0.08,-0.85,
231.1563556,-1.13,1.41,10.02,-18,10.13,2.88,19.25,-11.88,-36.88,-0.51,0.02,-0.06,-0.86,
231.4817491,-1.08,-0.49,9.44,11.69,13.13,3.19,20.5,-10.38,-36.5,-0.5,0.05,-0.05,-0.86,
231.8079717,0.16,2.27,9.62,17.5,-46.44,17.13,15.25,-16,-36.56,-0.47,-0.05,-0.07,-0.88,
232.1346145,-0.71,2.31,8.84,-11.5,69.69,-8.25,15.25,-18.38,-37,-0.46,-0.02,-0.1,-0.88,
232.4588377,-2.14,0.84,9.29,-5.25,-45.31,8.13,22.25,-14.19,-34.19,-0.46,0.06,-0.09,-0.88,
232.7903149,1.66,0.79,8.82,-3.31,-13.44,8.81,9.69,-15.75,-38.06,-0.42,-0.08,-0.01,-0.9,
233.1097727,-2.64,1.09,10.34,3.19,81.31,-1.31,20.06,-14.56,-36.56,-0.41,0.08,-0.08,-0.9,
233.4359572,-1.09,1.29,8.57,18.81,-71.13,33.25,20.75,-19.06,-33,-0.37,0.02,-0.1,-0.92,
233.7624261,0.51,2.43,8.4,-10.88,22.31,12.75,7.75,-22.38,-37,-0.32,-0.08,-0.09,-0.94,
234.0881343,-2.13,0.74,10.06,-29.19,50.19,-1.25,16.69,-19.06,-35.69,-0.3,0.1,-0.07,-0.95,
234.4137247,-0.91,0.02,9.75,19.94,-72.5,13.56,16.25,-17.56,-36.69,-0.28,0.05,-0.04,-0.96,
234.7382586,0.85,2.47,9.57,3.63,16.25,0.56,4.69,-21.69,-37.75,-0.25,-0.07,-0.07,-0.96,
235.0640936,-2.05,0.67,8.04,-10.31,66.38,-15,17,-19.5,-34.69,-0.28,0.1,-0.09,-0.95,
235.3908544,-1.21,1.22,9.92,18.13,-94.56,5.13,17.69,-19.88,-35.38,-0.29,0.04,-0.09,-0.95,
235.7176726,2.54,1.9,9.5,-10.44,25.38,-13.13,2.25,-22.06,-38.06,-0.29,-0.11,-0.06,-0.95,
236.042969,-3.6,0.87,8.77,-4.06,50.25,-18.19,21.19,-17.56,-34.19,-0.35,0.14,-0.11,-0.92,
236.3677008,-0.72,1.97,9.99,16,-128.44,20.25,15.25,-18.69,-35.75,-0.35,-0.02,-0.08,-0.93,
236.6943767,1.73,0.86,8.03,-19.06,73.94,-15.75,1.88,-20.19,-38.5,-0.35,-0.1,-0.04,-0.93,
237.0235336,-3.39,1.02,10.02,-0.19,31.81,-10.13,23.69,-15.06,-33.75,-0.38,0.14,-0.1,-0.91,
237.3454914,0.25,1.25,9.5,29.75,-98.13,14.81,16.88,-18.5,-37,-0.37,-0.04,-0.08,-0.92,
237.6714299,0.66,2.3,8.69,-18.5,61.13,-23.25,7.25,-21.5,-36.56,-0.38,-0.08,-0.09,-0.92,
237.9998953,-2.65,0.28,8.72,-16.13,-0.19,-13.31,22.75,-15.5,-35,-0.43,0.1,-0.09,-0.89,
238.3236353,-0.09,0.99,10.15,14.75,-48.5,-6.06,16.38,-14,-38.56,-0.45,-0.01,-0.04,-0.89,
238.6486576,0.74,1.53,9.71,6.69,41.06,-16.94,12.38,-15.88,-38.5,-0.48,-0.05,-0.07,-0.88,
238.9742486,-2.83,1.32,8.02,9.88,-0.81,-13.88,25,-15.5,-33.5,-0.5,0.07,-0.14,-0.85,
239.2991412,0.07,2.4,9.91,-1.94,-68.56,9.94,16.38,-17,-36.56,-0.52,-0.08,-0.08,-0.85,
239.6261783,1.42,1.11,9.3,-32.75,76.31,-21.81,10.88,-14,-41,-0.54,-0.06,-0.03,-0.84,
239.9508564,-3.65,-0.5,9.11,17.88,-18.13,-15.81,29.69,-6.69,-33.06,-0.58,0.14,-0.1,-0.8,
240.2768431,1.18,1.47,8.87,35.13,-88.13,-2.75,13,-11.88,-40.56,-0.6,-0.12,-0.03,-0.79,
240.6021988,0.12,3.43,9.37,-19.75,110.19,-47,10.75,-16,-39.75,-0.63,-0.09,-0.1,-0.76,
240.9285624,-3.93,-0.13,8.76,-13.31,-37.06,-18.06,31.56,-4.06,-31.06,-0.68,0.11,-0.15,-0.71,
241.2554209,2.32,1.46,9.07,13,-69.44,-9.25,13,-4,-41.69,-0.71,-0.11,0.03,-0.7,
241.5822699,2.32,1.46,9.07,13,-69.44,-9.25,13,-4,-41.69,-0.71,-,-0.01,-0.09,-0.66
241.9096336,-2.83,0.83,9.03,18.56,-77.63,9.19,29,-1,-32.69,-0.77,0.03,-0.15,-0.62,
242.2340872,2.08,2.44,9.51,3,-37.88,-3.69,9,-5.88,-42.88,-0.77,-0.16,0.02,-0.62,
242.5639224,-1.76,1.6,8.82,-30.5,123.63,-35.31,17.88,-2.88,-39.25,-0.8,0.01,-0.13,-0.58,
242.890002,-3.38,-0.01,9.47,12.13,-109.44,4,28.69,5.25,-32.25,-0.82,0.07,-0.13,-0.55,
243.2167511,-3.38,-0.01,9.47,12.13,-109.44.25,1.19,0.06,-43.38,-0.8,-0.18,0.12,-0.55,,
243.5451386,-2.2,1.6,9.42,-13.5,162.75,-33.94,19.38,-1,-38.69,-0.83,-0.01,-0.14,-0.54,
243.8700144,-4.62,1.17,7.82,16.88,-138,43.94,31.25,2.69,-28.88,-0.83,0.03,-0.19,-0.53,
244.19698,4.41,2.31,8.48,-8.56,8.94,18.94,-0.56,-4.25,-43,-0.78,-0.2,0.08,-0.59,
244.5246272,-4.13,0.36,9.08,-27.38,134,-12.88,22.06,0.5,-36.69,-0.78,0.09,-0.16,-0.6,
244.8507519,-1.81,1.36,9.68,37.63,-167.31,45.94,24.69,-0.56,-33.75,-0.76,-0.02,-0.09,-0.64,
245.1755812,4.17,1.8,7.54,-11.63,77.25,-1.63,-0.56,-8.5,-41.25,-0.72,-0.2,0.05,-0.66,
245.5011771,-5.72,0.97,9.21,-14,75.63,-1.31,30.25,-2.06,-30.25,-0.71,0.14,-0.22,-0.65,
245.8267968,-0.42,2,8.97,18.19,-155.75,47.81,25,-6.19,-31.88,-0.68,-0.05,-0.1,-0.72,
246.1522207,2.27,1.44,8.42,-25.13,80.75,0.88,3.69,-9.69,-39.75,-0.64,-0.14,0.01,-0.76,
246.4780133,-3.9,-0.21,9.57,-6.69,67.19,-7.13,26,-3.56,-32.25,-0.63,0.14,-0.15,-0.74,
246.8047051,-0.05,1.84,9.11,31.44,-133.06,32.44,18.88,-7.69,-35,-0.62,-0.07,-0.07,-0.78,
247.129596,1.87,2.23,8.85,-14.19,97.5,-17.31,5.06,-13.38,-38.5,-0.61,-0.14,-0.05,-0.78,
247.455369,-4.46,0.53,8.33,-6.31,9.19,-8.63,28.19,-7.06,-26.75,-0.62,0.13,-0.18,-0.75,
247.7816248,0.97,1.89,9.63,10.44,-129,21.69,16.69,-8.19,-33.06,-0.62,-0.1,-0.04,-0.78,
248.111702,1.17,0.95,9.37,-23.5,140.94,-22.13,7.75,-8.88,-37.38,-0.63,-0.05,-0.04,-0.77,
248.432539,-4.12,0.77,8.44,22.75,-38.44,8,26,-3,-26.38,-0.65,0.11,-0.17,-0.73,
248.758342,-0.08,2.67,9,9.13,-45.5,62.63,14.19,-10.69,-32.25,-0.6,-0.09,-0.09,-0.79,
249.0836062,0.17,1.87,9.28,-4.81,67.19,-23.25,10.56,-14.06,-34.56,-0.54,-0.06,-0.1,-0.83,
249.4100888,-2.63,1.23,8.64,-6.5,-29.75,-3.63,22,-9.88,-29.5,-0.57,0.05,-0.14,-0.81,
249.7348261,1.59,1.53,10.4,-8.5,-56.31,-1.25,12.38,-9.88,-35,-0.59,-0.1,-0.01,-0.8,
250.0611773,-1.26,0.29,8.91,-2.13,106.5,-15.31,15.69,-7,-34.19,-0.6,0.04,-0.09,-0.79,
250.3864734,-1.97,1.52,9.2,30.88,-99.94,23.13,22.06,-7.69,-29.19,-0.62,0,-0.11,-0.78,
250.7125037,1.54,2.66,9.43,-6.38,57.63,-14.25,8,-14.38,-35.5,-0.6,-0.13,-0.07,-0.79,
251.0385997,-2.69,0.38,8.75,-24.75,11,-4.81,20.25,-8.75,-31.88,-0.61,0.06,-0.13,-0.78,
251.36396,0.1,1.01,9.66,7.81,-53.63,2,15.38,-6.19,-34.69,-0.62,-0.03,-0.04,-0.78,
251.6893837,-0.02,0.76,9.49,-1.06,28.63,-15.13,11.25,-7,-34.69,-0.63,-0.06,-0.03,-0.77,
252.0154803,-1.34,0.56,9.37,11.5,36,-14.25,19,-6.56,-33.75,-0.66,0.03,-0.11,-0.74,
252.3407776,-1.99,2.33,9.54,19.81,-81.31,4.75,19.38,-8.06,-32.25,-0.68,-0.04,-0.11,-0.73,
252.6670742,2.33,2.16,8.44,-24.81,39.44,-27.69,6.38,-9.88,-35.38,-0.7,-0.14,-0.02,-0.7,
252.9934118,-3.37,0.11,9.47,-13.13,35.06,-30.31,19.38,-2,-30.25,-0.75,0.07,-0.13,-0.65,
253.3192134,-0.91,0.9,9.35,22.19,-86.81,25.13,15.06,-0.75,-31.06,-0.76,-0.04,-0.04,-0.64,
253.6446531,1.43,1.62,9.67,3.94,92,-4.63,6.06,-5.88,-37,-0.73,-0.09,-0.03,-0.67,
253.9726782,-3.18,1.29,9.55,8.19,-6.31,22.94,21.06,-5.19,-28.69,-0.72,0.03,-0.18,-0.67,
254.2962341,-2.27,3.26,8.34,-12,-45.88,63.31,18.88,-10.06,-29.19,-0.63,-0.03,-0.15,-0.76,
254.6233144,-0.04,0.3,7.55,-36.56,50.13,52.81,11.88,-12.06,-34.19,-0.49,-0.01,-0.05,-0.87,
254.9474828,-1.72,0.47,10.7,3.38,-51.56,68.56,13.75,-10.69,-35.25,-0.35,0.03,-0.03,-0.94,
255.2734044,1,1.42,8.86,21.63,58.88,61.94,3.5,-18.06,-35.69,-0.16,-0.02,-0.06,-0.99,
255.5982034,-3.23,1.6,8.63,12.38,3.31,59.88,9.5,-21.69,-32.56,0,0.12,-0.12,-0.98,
255.9243965,1.37,2.99,9.48,-23.88,-20.44,58.19,-6,-25,-32.25,0.18,-0.02,-0.14,-0.97,
256.2498596,-1.4,-0.12,9.2,-34.06,77.13,35.06,-6.69,-18.25,-36.88,0.3,0.07,-0.01,-0.95,
256.576998,-1.29,0.49,10.11,25.94,-72.44,45.06,-4.88,-14,-40.38,0.4,0.06,-0.02,-0.91,
256.9021466,2.44,1.89,9.18,6.06,14.25,22.75,-20.06,-15.88,-33.69,0.48,-0.05,-0.13,-0.87,
257.2290382,-3.58,0.82,8.81,1.19,104.75,-1.56,-3.75,-14.06,-40,0.5,0.21,0.03,-0.84,
257.5536301,-1.82,3.03,9.27,26.38,-150.13,65.44,-2.75,-18.19,-40.38,0.55,0.14,-0.1,-0.82,
257.8801751,2.09,1.74,8.68,-56.31,73.38,-8.44,-27.56,-14.5,-32.56,0.6,-0.02,-0.15,-0.79,
258.2069857,-4.1,-1.12,9.57,-16,37,-12.56,-6.38,-5.5,-44.69,0.57,0.12,0.12,-0.8,
258.530092,1.38,0.85,8.87,52.88,-93.44,2.13,-17.06,-8.88,-41.88,0.57,0,-0.07,-0.82,
258.8568144,-0.79,2.81,9.38,-0.81,109.13,-47.75,-18.88,-17.38,-37.19,0.53,0.11,-0.09,-0.83,
259.1825199,-3.94,1.18,8.82,10.88,-87.25,0.94,-2.25,-19.69,-41.88,0.47,0.18,-0.01,-0.87,
259.5070133,3.32,2.12,8.67,-11.25,-15.44,-9.19,-24.19,-21.06,-33.69,0.46,-0.05,-0.16,-0.87,
259.8328178,-2.74,0.74,8.97,-44.13,103.38,-35.56,-6.25,-16.56,-42,0.4,0.15,0.05,-0.9,
260.1599038,-3.29,-1.22,10.14,29.5,-131.5,-11.44,4.88,-12.19,-43.19,0.35,0.11,0.08,-0.93,
260.4850121,3.91,1.93,7.43,43.81,8.63,-18.13,-27.06,-21.75,-31.5,0.33,-0.14,-0.17,-0.92,
260.8122745,-4.8,2.38,10.2,-12.75,117.75,-50.63,-4.25,-28.06,-38.19,0.27,0.21,-0.08,-0.94,
261.1376231,-1.1,1.38,7.55,1.5,-135.94,32.81,2.25,-27,-39.25,0.26,0.1,-0.09,-0.96,
261.4645956,1.83,2.4,9.18,-45,71.31,-13.63,-19.25,-24,-35.38,0.27,-0.05,-0.08,-0.96,
261.7914176,-3.36,-1.6,9.95,-7.13,0.13,-22.19,3.38,-14,-44.75,0.22,0.14,0.08,-0.96,
262.1179574,1.1,0.15,8.14,61,-90.63,-11.69,-12.88,-21.75,-39.69,0.19,-0.08,-0.06,-0.98,
262.4455614,-0.39,3.93,9.54,4.38,139.75,-51.31,-11.88,-31.38,-34.69,0.14,0.06,-0.16,-0.98,
262.7737253,-4.09,2.14,8.4,-28.06,-45.94,4.13,14.88,-29.25,-35.56,0.08,0.23,-0.07,-0.97,
263.0992658,0.96,0.76,8.43,-16.38,-103.81,20.69,-7.88,-25.06,-40.25,0.13,-0.08,-0.05,-0.99,
263.4247541,1.68,-0.72,10.52,-6.56,141.25,4.31,-14.88,-19.19,-40.25,0.17,-0.05,0,-0.98,
263.7502654,-4.35,0.57,7.6,50.88,-31.75,30.13,13,-21.38,-39.5,0.17,0.23,-0.02,-0.96,
264.0772846,2.59,4.69,8.48,15.94,-66.13,36.31,-14.88,-33.69,-30.88,0.24,-0.03,-0.22,-0.94,
264.4033966,-0.98,1.74,9.13,-74.56,117.88,-34.5,-10.38,-27.38,-37.19,0.24,0.09,-0.06,-0.96,
264.7285261,-3.3,-2.08,9.9,7.75,-134,-11.63,4.38,-12.75,-45.38,0.21,0.09,0.08,-0.97,
265.0542626,4.36,1.41,7.19,37.94,23.5,-6.25,-24.56,-21.25,-34.5,0.2,-0.18,-0.09,-0.96,
265.3798628,-4.88,1.88,9.23,-5.5,135.06,-35.75,6.56,-25.38,-39.25,0.16,0.24,-0.03,-0.96,
265.7060254,-2.28,2.2,8.77,16,-152.63,59.81,10,-26.88,-37.69,0.2,0.16,-0.09,-0.96,
266.0326152,2.44,1.59,7.71,-16.13,10.31,28.5,-23.06,-25.88,-32.19,0.3,-0.1,-0.15,-0.94,
266.3586993,-3.73,-0.06,11.59,-25.75,110.19,3.94,-7.06,-18.06,-43.56,0.34,0.15,0.04,-0.93,
266.6849897,-1.61,0.44,7.77,26.81,-96.44,32.38,-4.06,-18.75,-42.88,0.39,0.11,-0.01,-0.91,
267.0103612,1.92,2.71,8.93,4.94,59.25,4.5,-20.5,-21.38,-35.75,0.45,0.02,-0.12,-0.89,
267.3360252,-3.9,1.06,8.7,-15.94,25.69,2.5,-0.88,-18.06,-43.19,0.46,0.21,0.02,-0.86,
267.6630824,0.57,1.09,9.99,6.25,-116.13,34.5,-15,-16.88,-40.5,0.51,0.01,-0.1,-0.85,
267.988497,2.29,1.2,8.4,-9.25,115.19,2.31,-26.88,-14.38,-35.38,0.55,-0.01,-0.1,-0.83,
268.3186729,-5.35,1.24,8.57,5.13,30.38,16.19,3.56,-11.69,-43.75,0.55,0.27,0.11,-0.78,
268.6426172,0.97,2.52,9.44,18.69,-147.94,62.31,-17.06,-15.5,-40.56,0.65,0.08,-0.13,-0.74,
268.9766064,2.08,1.84,8.84,-41.19,116.25,-1.88,-30.06,-9.88,-33.88,0.7,0.01,-0.13,-0.7,
269.2969208,-3.89,0.18,9.01,-4.63,23.56,16.13,-0.75,-1.38,-46.5,0.71,0.17,0.14,-0.67,
269.6234612,1.51,1.83,7.82,27.81,-119.44,45.44,-19,-3.19,-41.75,0.78,0.04,-0.12,-0.62,
269.9520361,0.51,0.59,10.54,-15.13,174.69,-42.44,-19.75,-5.75,-37.69,0.74,0.11,-0.03,-0.66,
270.2775753,-4.06,0.99,6.34,54.94,-109.94,-0.94,5.38,-7,-44.5,0.67,0.23,0.07,-0.7,
270.6039486,3.62,4.19,9.62,-4.25,-62.19,-13.63,-27.25,-17.25,-30.75,0.63,0.02,-0.27,-0.73,
270.9325385,-1.94,1.45,7.23,-69.06,166.88,-62.31,-15,-15.56,-38.56,0.57,0.18,0.01,-0.8,
271.2569053,-4.45,-2.17,9.54,25.94,-164.75,-38.63,6.56,-3.06,-43.19,0.49,0.13,0.14,-0.85,
271.582082,3.12,1.52,7.16,48,-8.56,-40.31,-25.25,-14.25,-31.88,0.42,-0.12,-0.16,-0.89,
271.9090173,-3.35,3,11.21,-0.63,134.13,-69.25,-5.19,-25,-36.56,0.32,0.19,-0.1,-0.92,
272.2342782,-2.79,1.23,7.55,7.75,-129.88,12.13,8,-24.25,-34.69,0.24,0.17,-0.08,-0.95,
272.5601542,3.34,2.97,7.97,-30.75,19.38,-25.88,-17,-24.19,-28.75,0.21,-0.11,-0.15,-0.96,
272.8855877,-3.31,-1.54,9.77,-46.25,93.13,-55.5,3.38,-17.19,-38.25,0.1,0.17,0.05,-0.98,
273.2117658,-0.87,-1.15,9.78,69.13,-131.75,-47.44,7.88,-12.06,-40.56,-0.04,0.02,0.02,-1,
273.5373697,1.92,3.95,8,52.13,72.94,-69.25,-4.25,-26.56,-31.56,-0.16,-0.11,-0.19,-0.96,
273.8642673,-5.35,3.76,7.89,-32.19,19.81,-54.81,21.38,-25,-21.19,-0.31,0.17,-0.24,-0.9,
274.189894,0.11,0.83,9.23,-28.19,-137.88,5.56,17.69,-17.56,-31.06,-0.36,-0.02,-0.07,-0.93,
274.5164928,1.69,0.24,8.97,-26.5,76.88,-8.19,0.88,-11.75,-36.88,-0.38,-0.09,0.04,-0.92,
274.8425865,-3.3,-0.77,9.75,23.69,38.88,-14.19,19.06,-6.69,-33.88,-0.42,0.15,-0.05,-0.89,
275.1702716,0.02,2.39,9.68,66.38,-82.44,4,14.56,-14.75,-33.75,-0.44,-0.05,-0.11,-0.89,
275.4962733,0.39,3.59,7.15,-14.25,45.94,-39.69,9.56,-21.75,-28.25,-0.47,-0.13,-0.17,-0.86,
275.8242085,-2.69,1.55,9.97,-63.81,2.5,-35.31,19.25,-12.5,-29.38,-0.57,0.06,-0.12,-0.81,
276.1504896,-0.16,-2,11.25,-0.44,-55.13,-24.94,14.75,0,-35.25,-0.62,0.04,0.03,-0.78,
276.4775681,0.38,1.2,8.14,34.06,33.19,-14.88,9.25,-2.88,-34.19,-0.65,-0.04,-0.01,-0.76,
276.8014801,-1.51,1.7,9.21,24.81,20.75,-9.06,17.75,-7.75,-30.69,-0.67,-0.01,-0.14,-0.73,
277.1292067,-2.59,2.86,7.89,4.19,-40.5,23.94,20.75,-10.06,-27.56,-0.66,-0.03,-0.19,-0.72,
277.4549429,0.79,2.13,9.35,-39.63,-10.75,7.25,10.88,-10.75,-34.19,-0.64,-0.1,-0.07,-0.76,
277.7804513,-1.23,-0.76,11.45,-38.5,50.56,-0.69,15,-3.5,-35.75,-0.64,0.06,-0.03,-0.76,
278.1054749,-1.62,-0.6,8.73,38.75,-44.56,5.56,20.88,-2.19,-31.75,-0.63,0.06,-0.04,-0.77,
278.4325604,1.65,2.83,8.75,30.38,-29.81,-6.06,8.69,-10.69,-34.88,-0.62,-0.16,-0.02,-0.77,
278.7584672,-2.34,2.14,9.89,-23.94,133.81,-48.69,20.06,-11.25,-32.88,-0.66,0.03,-0.17,-0.73,
279.0843263,-2.83,0.62,8.21,22.13,-135.31,16.19,25.69,-4.56,-27.75,-0.7,0.03,-0.14,-0.7,
